timestamp,solar_power_output,wind_power_output,solar_irradiance,temperature,wind_speed,humidity,cloud_cover,battery_soc,battery_charge_power,battery_discharge_power,grid_import_power,grid_export_power,electricity_price,grid_frequency,voltage_level,load_demand,hour_of_day,day_of_week,total_power_generation,optimal_energy_dispatch,energy_status
2023-01-01 00:00:00,187.27005942368123,245.90310083413772,781.4902432585719,21.778581325597614,19.512661307310108,64.69812342319318,62.30495000800127,14.233929807580203,99.04739661668289,112.97894577890352,191.79139445299086,34.62943128909877,9.55209445081569,50.4583877100364,219.5137992538628,289.66691527208155,0,6,433.17316025781895,143.5062449857374,Surplus
2023-01-01 00:15:00,475.3571532049581,299.80509014166006,151.58791190231946,42.54229686805924,12.15546447754804,58.77622069415402,43.925172820539785,80.54818247024663,160.4197309204218,120.66023752546167,10.638932834920034,85.7236499980865,4.573793922854725,49.65965260930153,211.94091693286921,353.3729382607854,0,6,775.1622433466182,421.7893050858328,Surplus
2023-01-01 00:30:00,365.99697090570254,63.42937739967335,647.1595611269573,20.735491172919488,15.621955102483934,53.87960310622945,80.7918701652493,50.87959824109052,186.7799394747745,58.571367561009225,195.25750295960128,162.27676194182342,6.073084102548712,50.17456960939275,245.28977296734936,141.90443635864114,0,6,429.4263483053759,287.52191194673475,Surplus
2023-01-01 00:45:00,299.3292420985183,79.55122235500667,917.4258528045011,38.848527984740315,8.997293907228395,61.55896253924996,69.06112081288998,43.886651594470415,53.95226665584587,197.5899229528798,37.53205101679931,37.931965697431465,4.146471811152432,49.73509645386906,227.55722888699626,191.34201647431007,0,6,378.88046445352495,187.53844797921488,Surplus
2023-01-01 01:00:00,78.00932022121826,198.8579362903997,679.8367597577203,44.000180001158796,10.640145509336127,32.942858758539806,11.146918619755464,50.22291626531551,26.03873646128698,157.10758326924395,356.98506374254595,336.3254691218442,10.307232650599591,49.635554275370176,234.84225292179318,527.1542470085433,1,6,276.86725651161794,-250.28699049692534,Deficit
2023-01-01 01:15:00,77.99726016810132,289.63459038018635,811.0216892922268,36.81278187672709,8.579082244650882,28.6969391421586,48.87584100365685,47.68216079514218,85.0174587811916,64.25322050107714,260.0630992059475,270.4073991827092,4.190473055921204,50.12808259604735,245.4311337041761,447.7258486152269,1,6,367.6318505482877,-80.0939980669392,Deficit
2023-01-01 01:30:00,29.04180608409973,274.74430445722317,108.97162930391579,44.785763255538896,14.058419961239359,43.170998300147076,70.24943584941875,78.09567563690254,5.284475018795187,71.68687113361658,22.57077303431929,153.2476995385911,9.508364453889602,49.60798363244861,240.22598332681443,218.01346062302034,1,6,303.7861105413229,85.77264991830256,Surplus
2023-01-01 01:45:00,433.0880728874676,150.86265601967546,250.73182600205445,34.5315335093384,17.029420277737547,76.76038335882598,8.701172580734262,93.51527700197401,176.6637747423353,143.65162976802534,330.81720722900434,60.159323691549815,9.365071961615104,49.96517257012404,241.8602011235243,105.0968418538299,1,6,583.950728907143,478.8538870533131,Surplus
2023-01-01 02:00:00,300.5575058716044,238.5330847580174,894.538852240591,21.52381030811685,10.147270864491272,67.06303070683971,79.24970325566315,54.231024290192074,47.941252049264826,2.2986842986685296,144.63977975948606,77.67492474749372,4.281315484454385,50.1359543403495,229.20373939049273,218.3231978753801,2,6,539.0905906296218,320.76739275424177,Surplus
2023-01-01 02:15:00,354.03628889802275,40.72375592997032,715.1056136180893,21.11458481149534,9.617349172724515,58.409841409521015,22.20045146443994,84.94604072042603,109.859325949659,92.80806753489557,90.2468556834373,48.035833899097604,8.094459687165553,49.999630727961325,237.49368033092037,624.7479682589892,2,6,394.76004482799306,-229.98792343099615,Deficit
2023-01-01 02:30:00,10.292247147901223,293.2314552612037,639.5538263773112,24.73692852766429,6.805729341967939,65.72167727167682,50.30847954736897,75.87500821410147,23.018997979295143,68.62219442044525,101.56848644952632,64.03353090941329,7.471913864812529,50.19706927737198,248.5506635496453,165.57761559281175,2,6,303.5237024091049,137.94608681629313,Surplus
2023-01-01 02:45:00,484.95492608099715,289.305970210796,663.7667361217,15.213900606630181,3.5419338858816762,64.74064104314746,94.05612874726361,39.76127070008292,110.65146784865685,170.80059359445093,239.08743494600319,169.00565558806213,8.35054112084228,50.30141200296652,245.59156265377095,381.71455788609137,2,6,774.2608962917932,392.5463384057018,Surplus
2023-01-01 03:00:00,416.22132040021086,49.11868736375129,414.20055430464345,35.45095410248504,18.784954457502177,44.56335403919403,57.133423482228395,62.85824330738929,7.79869058037288,158.25898208978458,32.62117386066059,98.26586611252388,11.435048692621844,50.37224642274789,234.49709837377827,267.1523203188869,3,6,465.34000776396215,198.18768744507526,Surplus
2023-01-01 03:15:00,106.16955533913807,89.82693744093199,44.55663161765322,23.06003353883483,6.3215943735901,27.796475779578067,42.40544517039474,70.01341075141251,153.7613391178117,66.41938534409739,23.498054503131407,353.8313907444897,3.724833201918167,50.05987225573257,213.41490292643581,484.57766043507115,3,6,195.99649278007007,-288.5811676550011,Deficit
2023-01-01 03:30:00,90.91248360355031,30.046499252030078,784.441542070729,39.45549696878258,16.013829271485708,91.74258949304405,0.679492739914267,12.114943470141672,191.08429252878295,172.95939549975355,251.00521863017963,384.3714920136799,10.38453357335112,49.77663047090125,249.18805827617325,458.08663437075495,3,6,120.95898285558039,-337.12765151517453,Deficit
2023-01-01 03:45:00,91.7022549267169,81.51527966945392,678.7132362153538,25.77517951677901,14.306940425749485,67.99290100991317,13.341362277407809,45.63599961018163,61.39521298871908,182.7200012135057,392.7637877612771,276.54601739645705,10.758967157526751,50.0096618681524,219.01947696353588,788.0674770305944,3,6,173.21753459617082,-614.8499424344236,Deficit
2023-01-01 04:00:00,152.12112147976887,244.78673682456198,472.8044641127247,29.39869480389938,15.81835200556258,75.81983997446812,57.86638850979876,99.33743582627112,51.64292209085852,110.49176982685218,193.37136571581772,323.50444377875306,4.136466812963037,49.88768860738191,224.43030812450635,641.0160521285761,4,6,396.90785830433083,-244.1081938242453,Deficit
2023-01-01 04:15:00,262.37821581611894,113.49468214957784,899.7596153682574,43.970667496811075,18.735362667442047,57.11977794935641,49.38250406537382,67.35307843630842,89.59899431736804,31.84740053161459,165.31333080947513,102.04781423164859,8.904955245232554,49.72592558958318,215.61410720022008,756.8306955844595,4,6,375.8728979656968,-380.9577976187627,Deficit
2023-01-01 04:30:00,215.97250932105788,26.519090144027512,336.15966498509886,22.265163691418312,12.467415204417945,80.51844639812501,36.38291756468314,40.081966236259845,123.99473205007516,154.0656165696536,378.87908109837554,266.0095896632493,9.319108331002278,50.02906732652378,216.66453331408306,504.57078909033373,4,6,242.4915994650854,-262.0791896252483,Deficit
2023-01-01 04:45:00,145.61457009902097,102.66765743367137,294.3217442312359,36.63762292289219,17.95900686764089,66.75978111829338,92.32158853941174,32.5021635460655,37.7924923983616,63.868848005539135,96.39623243582949,23.19946117445113,7.937996542663806,49.5226548627533,241.83112924186923,616.4469553518667,4,6,248.28222753269233,-368.16472781917435,Deficit
2023-01-01 05:00:00,305.92644736118973,294.415000272384,872.7963250794428,37.653533679162514,3.3539464582458733,24.304089767775217,33.24825374259408,28.853344189068064,160.6615994525755,105.45627800796042,96.21641325396743,384.08643412359834,7.526369624630983,50.105564899456546,215.1307087361239,726.5536019297656,5,6,600.3414476335738,-126.21215429619178,Deficit
2023-01-01 05:15:00,69.74693032602092,188.9050785777609,796.9876547589855,21.629944725709056,12.534251519135752,91.20776283149529,53.71507564441066,46.147726806868675,39.706962670082156,9.117732905493625,362.0464452242662,268.08278612277667,5.860365835127212,50.32160379335706,217.575017028988,128.74970043170094,5,6,258.6520089037818,129.90230847208085,Surplus
2023-01-01 05:30:00,146.07232426760908,124.84828392184733,514.9798106483447,30.02990509836587,15.445512258292254,44.44289174303095,56.87134095241301,27.393912154684863,1.0948439967416013,100.01808452342229,258.772471839585,126.74046858919326,9.201734276366112,50.49943572053848,216.85964291927678,740.815124023647,5,6,270.9206081894564,-469.89451583419054,Deficit
2023-01-01 05:45:00,183.18092164684586,49.961554049181004,130.73473945784997,25.50605775938905,5.432822614883481,31.031262193706837,52.746839006392264,22.166756384817536,104.8501167171149,76.0529066480772,21.513515355060786,309.21662351356264,5.569919922500654,50.42167907476401,224.80746362759066,248.23921258031123,5,6,233.14247569602685,-15.096736884284383,Balanced
2023-01-01 06:00:00,228.03499210851797,295.85303918510846,215.07147146505247,38.157187302002676,14.8150760258393,27.043280616345264,47.758539154009924,42.7656955984263,23.029942233182354,137.21305864815983,269.59096316817795,6.31977968159565,7.1402086833339355,49.58981591607779,237.78744673989027,593.5112736117512,6,6,523.8880312936265,-69.62324231812477,Deficit
2023-01-01 06:15:00,392.5879806965068,246.25470277893862,656.2279904088066,33.67449957087112,15.569536582324737,77.63522510736887,33.70637360119081,64.6299723381214,139.64774507741282,8.156735991221709,328.0126165026028,150.49449415616448,10.716322505853284,49.662429379698715,235.75347866166203,641.3386267881954,6,6,638.8426834754455,-2.495943312749887,Balanced
2023-01-01 06:30:00,99.83689107917986,84.44319073527582,385.04123784041167,29.27949164581641,16.623759120328895,76.31746934434878,90.87636330396195,23.175926387751552,33.49399917370104,124.9890944271893,109.58132709678519,358.2631051857681,3.8058601179563163,49.638644622859935,238.98782090783527,176.52820018270393,6,6,184.28008181445568,7.751881631751758,Balanced
2023-01-01 06:45:00,257.1172192068058,21.020608716356836,836.4731916659712,38.38089795143155,6.257658251918656,76.01296998506166,45.08032617591448,13.990894647657406,163.47607910400708,154.39121471481326,153.15714971260647,105.27982523129285,7.755332312720283,50.0583515528407,239.0724751031087,767.1699359964666,6,6,278.13782792316266,-489.03210807330396,Deficit
2023-01-01 07:00:00,296.2072844310212,16.98766721326741,949.9550093322041,22.05466710025251,13.632131803366184,93.26022181452528,52.84488673460756,13.11695362573224,94.0736265751996,2.555629326772757,79.07064715674998,267.1657248316253,7.374666544689,49.545935966184445,210.1200282302254,748.5914164486383,7,6,313.1949516442886,-435.39646480434965,Deficit
2023-01-01 07:15:00,23.22520635999886,36.11344485166015,805.6369252749182,37.608656417530774,6.0850656681952415,47.91544175981212,65.64779838302422,34.06458271923715,113.2555809233325,149.99266893440202,253.3385077927375,144.04147295987704,6.40633258278257,50.43699273387822,237.38159243782334,558.1869462728862,7,6,59.33865121165901,-498.8482950612272,Deficit
2023-01-01 07:30:00,303.7724259507192,174.2305750843265,377.54542299555715,40.961229362784735,14.780807749969107,64.89064450871385,6.765604243153467,27.11190614646715,37.31703306054235,26.040805455030714,265.67794767765446,156.94573427467762,8.377767235544617,49.56183667028616,237.3829041804795,208.73040015665055,7,6,478.0030010350457,269.27260087839517,Surplus
2023-01-01 07:45:00,85.26206184364577,278.62902636164773,788.6864292314241,41.35864790422717,9.259473302914245,69.55964663954796,78.12881414632452,58.532982426113705,29.337615506092575,139.61122309459225,27.414332567188858,298.3748200617936,3.1406385153581087,49.89125055534266,212.4844700250611,496.2353923892173,7,6,363.8910882052935,-132.34430418392378,Deficit
2023-01-01 08:00:00,32.525796492639756,149.02302840179533,351.44167347068344,38.51020779058811,11.9508874905444,98.358546285317,51.25073100860356,51.01481683458095,126.25849330404239,91.05527527514153,271.0818603676397,364.08239927876525,7.432226174551762,50.393969817501045,227.08484866433673,340.90138991466716,8,6,181.54882489443509,-159.35256502023208,Deficit
2023-01-01 08:15:00,474.44276862666663,252.88364473685914,167.1000877656339,27.240425009948062,8.316799628611378,44.98769149748735,65.71769358449669,39.228995290511676,51.09212306833704,110.39826126235339,263.3818336606108,66.68740918616382,7.371214863885835,50.448378320492715,213.14588671126756,751.5350350665119,8,6,727.3264133635257,-24.208621702986193,Balanced
2023-01-01 08:30:00,482.81601653727967,133.76598595794235,33.3932048658574,44.45424068153481,3.239658538596486,96.50649599231524,77.20120654136913,85.01885507358647,77.18511366355156,67.46945008616257,14.053783369207729,110.75684350221873,7.6450106247807685,49.96529078552582,217.6332002397528,384.6590204614333,8,6,616.582002495222,231.92298203378874,Surplus
